Item_Identifier,Outlet_Identifier,Item_Outlet_Sales (Predicted)
NCV42,OUT046,1613.758924
FDX26,OUT046,3131.132681
FDI33,OUT018,1412.721813
FDZ14,OUT049,1876.869728
FDG10,OUT013,940.5948678
FDM38,OUT018,900.2563135
FDG26,OUT027,5421.657104
FDH46,OUT035,1613.758924
FDN13,OUT018,1412.721813
FDU57,OUT035,2511.642001
NCI06,OUT046,2970.813161
FDM38,OUT045,962.7569674
NCG42,OUT010,267.2607233
FDL39,OUT045,2970.813161
FDT31,OUT019,947.72627
FDV59,OUT013,3520.439369
FDB49,OUT035,1613.758924
FDD58,OUT049,1613.758924
DRN59,OUT046,909.2486105
FDX48,OUT049,2589.464728
FDQ11,OUT049,3674.451961
FDY12,OUT049,962.7569674
FDQ11,OUT045,3674.451961
DRI11,OUT017,1876.869728
FDY32,OUT027,4854.662015
FDS51,OUT045,1097.840615
FDR19,OUT010,407.7896694
DRB13,OUT018,2841.743322
FDS21,OUT035,1062.143099
FDQ40,OUT045,2970.813161
NCE55,OUT013,2970.813161
FDX43,OUT027,5067.979766
FDS12,OUT049,1876.869728
DRK01,OUT027,2511.595136
FDN25,OUT017,962.7569674
FDB60,OUT046,3131.132681
FDQ13,OUT017,1329.689967
DRK13,OUT045,3131.132681
DRF25,OUT018,900.2563135
NCD42,OUT019,173.4398496
FDW25,OUT045,1329.689967
NCV29,OUT027,4794.973801
NCK42,OUT035,3520.439369
DRJ13,OUT027,4699.940211
DRD15,OUT017,3520.439369
FDM27,OUT045,2511.642001
FDZ50,OUT018,2841.743322
FDC04,OUT046,3674.451961
FDF50,OUT049,3131.132681
FDP15,OUT045,3674.451961
FDK46,OUT035,3674.451961
FDZ56,OUT018,2736.731625
FDY60,OUT049,2589.464728
FDB10,OUT035,3674.451961
FDR57,OUT045,2511.642001
FDU58,OUT049,3131.132681
FDH02,OUT046,1613.758924
FDP48,OUT013,3131.132681
FDI46,OUT035,3674.451961
FDW56,OUT013,3131.132681
NCM19,OUT010,226.1817258
FDS50,OUT027,5421.657104
FDK24,OUT013,940.5948678
FDO36,OUT017,3131.132681
FDK45,OUT027,2784.762608
NCL05,OUT045,962.7569674
FDL32,OUT018,1506.500274
FDA28,OUT049,1876.869728
FDY36,OUT018,1066.504819
FDP32,OUT018,1603.474891
FDL50,OUT046,1876.869728
DRC24,OUT049,2511.642001
NCS18,OUT017,1613.758924
FDD16,OUT017,1193.900669
NCV18,OUT013,1329.689967
FDX07,OUT046,3131.132681
NCZ05,OUT027,2784.762608
NCI31,OUT013,1012.759226
FDK14,OUT049,1329.689967
NCR06,OUT045,962.7569674
NCF54,OUT049,2970.813161
DRG23,OUT010,363.6019857
FDD53,OUT046,962.7569674
NCM31,OUT027,2865.106572
FDT16,OUT017,3674.451961
FDR40,OUT035,1193.900669
DRG25,OUT017,3131.132681
FDT10,OUT035,1062.143099
FDY32,OUT013,2865.801465
FDN50,OUT035,1613.758924
FDZ35,OUT019,476.9577003
NCP54,OUT045,1833.558728
NCD07,OUT035,1779.895111
FDS02,OUT018,2841.743322
DRN59,OUT018,900.2563135
DRB24,OUT013,2511.642001
FDP37,OUT027,2784.762608
DRB01,OUT018,2841.743322
FDR47,OUT046,3131.132681
NCM31,OUT010,267.2607233
NCF06,OUT027,5337.054643
NCV17,OUT027,2865.106572
FDS10,OUT049,2970.813161
FDN52,OUT035,1329.689967
FDZ48,OUT013,1779.895111
FDJ48,OUT049,3674.451961
DRB13,OUT027,4570.983075
FDV59,OUT017,3520.439369
FDL32,OUT035,1779.895111
FDZ12,OUT035,1876.869728
NCR06,OUT027,1491.396619
FDP51,OUT017,1876.869728
FDY22,OUT013,1876.869728
FDZ38,OUT049,2970.813161
NCO54,OUT035,962.7569674
FDR23,OUT035,2970.813161
FDM38,OUT049,962.7569674
FDS25,OUT013,1779.895111
FDZ22,OUT013,1329.689967
FDZ20,OUT019,1140.462698
FDD45,OUT010,206.6022873
FDN03,OUT049,3674.451961
NCW30,OUT046,3674.451961
FDY24,OUT027,1948.384547
FDJ26,OUT019,1140.462698
FDM15,OUT049,2511.642001
NCW54,OUT027,1740.375444
FDA23,OUT045,1570.447925
FDA39,OUT019,188.0548554
FDZ12,OUT017,2589.464728
NCB42,OUT046,1876.869728
FDL16,OUT046,962.7569674
FDO24,OUT019,917.7058372
NCP42,OUT046,3131.132681
FDR19,OUT018,2431.094061
DRL01,OUT045,3674.451961
FDV37,OUT046,3131.132681
FDI41,OUT010,363.6019857
FDF58,OUT049,1062.143099
NCF43,OUT018,1904.452427
FDN02,OUT049,3131.132681
NCP41,OUT035,1613.758924
NCY17,OUT027,1989.476872
FDL58,OUT027,5294.405022
NCA30,OUT027,5189.803857
FDE46,OUT018,2431.094061
FDY38,OUT035,3520.439369
NCH29,OUT027,2531.047174
FDO20,OUT045,3674.451961
FDP44,OUT018,1412.721813
FDM02,OUT027,2531.047174
FDJ14,OUT027,1930.864944
FDH04,OUT010,214.6624357
DRK23,OUT046,3674.451961
NCW05,OUT046,1613.758924
FDF12,OUT049,2589.464728
FDL51,OUT019,1140.462698
FDN03,OUT018,3125.475166
DRJ37,OUT049,2511.642001
FDM12,OUT019,915.2039781
FDA16,OUT045,3520.439369
NCB07,OUT017,3131.132681
NCI17,OUT019,468.8975519
FDR51,OUT046,2511.642001
FDJ55,OUT045,3520.439369
NCZ17,OUT013,940.5948678
FDU25,OUT013,1039.981
NCG18,OUT045,1570.447925
DRM11,OUT017,3674.451961
FDH16,OUT035,1613.758924
FDZ04,OUT018,900.2563135
NCX53,OUT035,1876.869728
FDX38,OUT027,1839.079989
FDX09,OUT046,2970.813161
NCW05,OUT018,1412.721813
NCS41,OUT017,3131.132681
FDI26,OUT046,2970.813161
NCZ41,OUT027,2784.762608
NCK06,OUT046,1876.869728
FDX23,OUT027,2233.413267
NCA42,OUT046,2511.642001
FDC20,OUT049,962.7569674
DRC49,OUT018,2431.094061
FDX01,OUT013,1876.869728
FDC08,OUT045,3520.439369
FDC02,OUT017,3674.451961
FDK10,OUT045,2970.813161
DRC24,OUT013,2511.642001
FDW16,OUT019,476.9577003
NCU06,OUT018,3088.877983
DRA59,OUT045,3131.132681
FDR24,OUT019,487.7950136
DRL35,OUT018,900.2563135
FDA49,OUT013,1329.689967
NCC55,OUT046,962.7569674
DRD24,OUT019,793.583749
NCE55,OUT049,2970.813161
FDT33,OUT045,2865.801465
NCT53,OUT013,2865.801465
FDS26,OUT046,3674.451961
FDL22,OUT018,1412.721813
FDP44,OUT017,1613.758924
FDC52,OUT018,2431.094061
FDI53,OUT010,407.7896694
FDZ23,OUT046,3131.132681
NCT18,OUT013,3131.132681
FDR13,OUT046,1876.869728
FDB09,OUT010,267.2607233
FDZ60,OUT013,1613.758924
FDB11,OUT046,3520.439369
FDC10,OUT018,1603.474891
FDW56,OUT035,3131.132681
FDK14,OUT027,2531.047174
DRE27,OUT027,2531.047174
FDA38,OUT017,3674.451961
FDT11,OUT045,3131.132681
FDP15,OUT035,3674.451961
FDV27,OUT035,1329.689967
FDS36,OUT027,2487.128701
FDY40,OUT027,1839.079989
NCF19,OUT049,962.7569674
FDF53,OUT045,3131.132681
FDS14,OUT027,4342.926421
FDE56,OUT046,1062.143099
FDZ19,OUT035,2970.813161
FDZ46,OUT013,1779.895111
FDR16,OUT046,3520.439369
FDG29,OUT018,900.2563135
NCE30,OUT017,3520.439369
FDZ40,OUT046,962.7569674
FDG58,OUT018,2431.094061
DRH03,OUT013,1613.758924
FDZ47,OUT045,1570.447925
FDV04,OUT018,2431.094061
FDZ10,OUT018,1603.474891
FDG46,OUT017,1779.895111
NCF07,OUT045,1570.447925
FDY44,OUT035,3131.132681
FDB21,OUT013,3674.451961
FDS20,OUT035,3131.132681
FDS49,OUT049,1193.900669
FDX55,OUT027,5750.527443
NCQ02,OUT018,2805.146139
FDR25,OUT013,3674.451961
DRG39,OUT045,962.7569674
FDB46,OUT046,3520.439369
NCC30,OUT018,2805.146139
FDE58,OUT035,1876.869728
FDC05,OUT019,973.1808607
FDY15,OUT046,2511.642001
FDG14,OUT046,2511.642001
FDL08,OUT049,3674.451961
FDQ47,OUT013,940.5948678
FDN12,OUT035,1779.895111
FDW10,OUT013,2970.813161
FDD02,OUT035,1876.869728
FDX35,OUT010,509.8812291
FDT35,OUT046,2865.801465
DRN47,OUT019,899.5318061
FDB11,OUT010,509.8812291
FDN20,OUT045,2865.801465
FDB59,OUT035,3131.132681
FDJ58,OUT045,2970.813161
FDU60,OUT046,2943.624191
FDS03,OUT049,1193.900669
FDU40,OUT019,973.1808607
DRH15,OUT049,962.7569674
FDD04,OUT027,3943.98115
FDQ01,OUT046,3674.451961
FDF28,OUT035,1876.869728
FDD22,OUT010,236.3228413
FDY19,OUT046,1876.869728
FDN33,OUT035,1613.758924
FDV36,OUT035,1876.869728
FDW01,OUT010,363.6019857
FDJ28,OUT049,3131.132681
FDB17,OUT035,2970.813161
FDM40,OUT049,1876.869728
FDV46,OUT045,1833.558728
FDQ44,OUT049,1876.869728
NCD42,OUT046,962.7569674
DRH37,OUT046,2865.801465
FDR10,OUT018,2736.731625
NCD06,OUT027,1491.396619
FDI53,OUT046,2865.801465
FDG16,OUT035,3520.439369
DRB25,OUT046,1613.758924
FDY09,OUT046,2970.813161
FDX48,OUT045,2589.464728
FDC03,OUT010,515.7322962
FDT47,OUT035,1613.758924
FDW44,OUT027,5123.844141
FDT24,OUT017,1143.50263
FDT12,OUT019,1168.104746
NCS38,OUT035,1779.895111
FDO39,OUT035,3131.132681
FDA13,OUT046,962.7569674
FDO48,OUT035,3520.439369
DRJ01,OUT017,2865.801465
FDD53,OUT018,900.2563135
NCT05,OUT049,3674.451961
FDQ51,OUT045,998.4544829
FDU60,OUT013,2943.624191
FDC59,OUT046,1062.143099
FDP36,OUT035,962.7569674
NCM19,OUT017,1852.05947
FDL16,OUT035,962.7569674
FDE50,OUT018,2841.743322
NCR18,OUT013,940.5948678
NCD30,OUT035,1613.758924
FDH31,OUT013,1613.758924
FDD56,OUT019,688.3313187
FDC47,OUT049,3520.439369
FDZ21,OUT045,1570.447925
FDM01,OUT049,1613.758924
FDF24,OUT013,1329.689967
FDW23,OUT017,962.7569674
FDY52,OUT018,900.2563135
DRH37,OUT027,4699.940211
DRO47,OUT027,2784.762608
FDR25,OUT049,3674.451961
FDQ24,OUT027,5075.783033
DRJ51,OUT018,3125.475166
NCU06,OUT035,3520.439369
NCV18,OUT018,1546.35698
NCC06,OUT027,3222.393165
FDZ01,OUT018,1412.721813
FDT14,OUT017,1876.869728
FDD11,OUT019,1140.462698
FDN09,OUT017,3674.451961
NCO18,OUT010,471.0561001
FDZ50,OUT045,3131.132681
FDS44,OUT013,3674.451961
FDI36,OUT045,3131.132681
FDA26,OUT010,515.7322962
NCY53,OUT049,1779.895111
FDF32,OUT049,3131.132681
FDF59,OUT010,267.2607233
FDB20,OUT046,1193.900669
DRH11,OUT035,909.2486105
FDT03,OUT049,3131.132681
NCH06,OUT035,3674.451961
FDR55,OUT049,3131.132681
FDI10,OUT035,2970.813161
FDZ12,OUT045,1833.558728
FDM12,OUT049,3131.132681
DRB25,OUT045,1570.447925
NCS41,OUT013,3131.132681
NCT53,OUT049,2865.801465
NCD55,OUT013,940.5948678
FDY08,OUT049,1876.869728
NCP55,OUT049,1034.921326
FDA33,OUT013,2511.642001
FDQ33,OUT013,2511.642001
FDE45,OUT027,5123.844141
FDT26,OUT013,1876.869728
NCV53,OUT049,3674.451961
FDK60,OUT027,2233.413267
NCJ29,OUT046,1329.689967
FDI15,OUT045,3674.451961
FDX21,OUT013,1779.895111
FDV49,OUT019,1140.462698
DRO59,OUT046,1140.392312
FDZ14,OUT045,1833.558728
FDP32,OUT027,2858.806824
FDC33,OUT017,3131.132681
FDT14,OUT010,410.0503688
NCN54,OUT027,1740.375444
FDR57,OUT027,4342.926421
DRK12,OUT046,962.7569674
FDX52,OUT049,3131.132681
FDX08,OUT010,471.0561001
FDP10,OUT010,248.2932438
NCP50,OUT045,1266.065028
NCL06,OUT013,3674.451961
FDP25,OUT013,3520.439369
FDE53,OUT013,1613.758924
FDL27,OUT017,1193.900669
FDC35,OUT049,3131.132681
DRJ47,OUT010,471.0561001
FDD16,OUT018,1066.504819
NCN42,OUT049,2511.642001
FDC38,OUT027,2865.106572
NCO07,OUT045,3520.439369
FDQ20,OUT049,962.7569674
FDI32,OUT046,1779.895111
FDN20,OUT010,427.5891216
DRJ51,OUT027,5294.405022
FDU08,OUT045,1570.447925
DRN37,OUT019,846.7041835
FDD05,OUT010,267.2607233
FDW15,OUT046,2511.642001
FDI52,OUT046,1876.869728
DRM11,OUT049,3674.451961
NCO06,OUT045,962.7569674
FDU38,OUT049,3131.132681
FDU59,OUT018,2736.731625
FDJ10,OUT046,1876.869728
FDM13,OUT049,1876.869728
NCJ30,OUT019,846.7041835
FDM45,OUT018,1603.474891
FDP36,OUT045,962.7569674
NCD30,OUT010,214.6624357
FDN48,OUT017,1613.758924
FDY32,OUT049,2865.801465
FDU47,OUT046,1876.869728
FDF17,OUT019,973.1808607
FDP34,OUT017,2511.642001
FDA47,OUT049,2943.624191
DRD27,OUT027,2531.047174
FDW38,OUT045,962.7569674
FDZ15,OUT019,585.4516073
FDZ03,OUT027,5085.079298
NCN19,OUT049,3131.132681
FDG02,OUT035,3131.132681
FDS31,OUT035,3131.132681
FDW43,OUT019,1140.462698
FDZ47,OUT010,214.6624357
FDO57,OUT017,2865.801465
NCL07,OUT013,1012.759226
NCV42,OUT013,1779.895111
FDP40,OUT017,1779.895111
FDP48,OUT019,867.0095143
FDH21,OUT017,2865.801465
NCP02,OUT049,1062.143099
FDK24,OUT049,962.7569674
FDC41,OUT045,1193.900669
FDF08,OUT017,1329.689967
FDO49,OUT017,962.7569674
FDS56,OUT027,5750.527443
FDX46,OUT018,900.2563135
FDQ07,OUT013,3520.439369
FDC32,OUT010,214.6624357
FDT21,OUT019,1112.156057
FDG58,OUT045,2511.642001
FDW14,OUT049,1329.689967
DRA12,OUT027,2782.664509
FDV27,OUT013,1613.758924
DRD25,OUT013,1779.895111
DRF48,OUT027,4755.804586
FDX24,OUT017,1613.758924
DRJ51,OUT046,3520.439369
FDE45,OUT045,2970.813161
FDE14,OUT046,1613.758924
FDG53,OUT045,1833.558728
FDT08,OUT046,2511.642001
DRC27,OUT027,5421.657104
FDG20,OUT035,2970.813161
FDC21,OUT046,1613.758924
FDV31,OUT018,2841.743322
FDB58,OUT045,1833.558728
FDV23,OUT046,1876.869728
FDA25,OUT019,476.9577003
FDC15,OUT046,2543.386963
FDU47,OUT049,1876.869728
FDE23,OUT013,940.5948678
FDS08,OUT013,2970.813161
FDW03,OUT027,2784.762608
FDJ60,OUT018,2736.731625
FDM34,OUT017,1876.869728
FDW33,OUT013,1613.758924
FDZ40,OUT013,940.5948678
FDE33,OUT018,1066.504819
NCC06,OUT010,267.2607233
FDU11,OUT046,1876.869728
FDL44,OUT017,2865.801465
NCZ29,OUT017,1876.869728
FDG28,OUT010,624.6204799
FDL12,OUT018,900.2563135
FDD52,OUT017,1847.771623
FDO15,OUT013,1171.73857
NCN29,OUT027,1839.079989
FDW36,OUT013,1613.758924
FDB21,OUT046,3674.451961
FDZ28,OUT013,1876.869728
FDY10,OUT035,1876.869728
DRG39,OUT017,962.7569674
FDN28,OUT013,1613.758924
FDV15,OUT035,1613.758924
DRI13,OUT035,3520.439369
FDH20,OUT046,1613.758924
FDY51,OUT013,3520.439369
FDE16,OUT013,3131.132681
FDX40,OUT018,900.2563135
FDC48,OUT018,1066.504819
FDS14,OUT046,2511.642001
FDX56,OUT017,3131.132681
FDI10,OUT046,2970.813161
FDI14,OUT013,1876.869728
DRM48,OUT013,940.5948678
NCH07,OUT027,4654.506965
FDY26,OUT013,3131.132681
FDD02,OUT027,2784.762608
FDM12,OUT046,3131.132681
DRF01,OUT010,407.7896694
FDV36,OUT046,1876.869728
DRI59,OUT013,3520.439369
FDV03,OUT018,2431.094061
FDO39,OUT017,3131.132681
NCB07,OUT018,2805.146139
FDH38,OUT027,2784.762608
FDZ13,OUT035,962.7569674
NCZ30,OUT046,1876.869728
NCA06,OUT035,962.7569674
FDB04,OUT049,1329.689967
FDN50,OUT013,1613.758924
NCG06,OUT049,3674.451961
NCY17,OUT018,900.2563135
FDC23,OUT046,2970.813161
FDK33,OUT049,3520.439369
FDR03,OUT049,3131.132681
FDZ07,OUT045,1062.143099
FDO38,OUT013,1171.73857
FDS59,OUT046,1613.758924
DRM11,OUT019,1140.462698
FDX52,OUT027,5421.657104
DRJ35,OUT018,900.2563135
NCP53,OUT046,3674.451961
FDW15,OUT019,836.3880202
DRI47,OUT045,2511.642001
DRZ11,OUT035,1876.869728
FDS02,OUT013,3131.132681
DRD49,OUT018,3125.475166
FDW38,OUT049,962.7569674
FDR21,OUT019,871.225165
FDE40,OUT013,1039.981
FDI02,OUT045,1736.584111
FDQ04,OUT045,962.7569674
FDY14,OUT017,3674.451961
NCT54,OUT046,1613.758924
DRD25,OUT017,1779.895111
DRE01,OUT045,3674.451961
FDJ12,OUT010,469.0037754
NCZ05,OUT049,1613.758924
DRB25,OUT019,476.9577003
NCC31,OUT045,2511.642001
FDM16,OUT045,1193.900669
DRG11,OUT049,1613.758924
FDV24,OUT027,3917.781519
FDV43,OUT046,962.7569674
FDG05,OUT018,2431.094061
FDV23,OUT010,267.2607233
FDI58,OUT018,1412.721813
FDQ11,OUT017,3674.451961
FDC05,OUT027,5294.405022
FDF40,OUT013,3674.451961
FDU02,OUT018,3125.475166
FDT32,OUT013,3131.132681
NCF06,OUT017,3674.451961
FDT46,OUT013,940.5948678
FDR58,OUT010,224.8035513
FDY04,OUT046,2865.801465
FDT58,OUT045,2865.801465
FDE46,OUT049,2511.642001
DRH11,OUT017,909.2486105
DRI51,OUT046,2970.813161
FDC35,OUT017,3131.132681
FDP45,OUT035,3674.451961
FDC45,OUT017,2865.801465
FDU01,OUT045,3131.132681
FDJ53,OUT010,267.2607233
FDJ46,OUT017,2970.813161
FDX07,OUT013,3131.132681
NCI30,OUT049,3674.451961
FDE47,OUT027,2978.314765
FDV48,OUT045,1193.900669
FDN16,OUT019,476.9577003
FDM52,OUT013,2511.642001
FDA32,OUT027,5750.527443
FDH05,OUT017,3520.439369
FDW25,OUT010,214.6624357
FDQ09,OUT046,1779.895111
NCM17,OUT010,153.985044
DRM59,OUT046,2511.642001
FDV47,OUT027,2690.566457
DRE15,OUT035,1193.900669
FDS25,OUT010,206.6022873
NCZ05,OUT018,1412.721813
NCV05,OUT019,793.583749
DRM37,OUT046,3131.132681
FDV58,OUT027,5294.405022
FDN22,OUT027,4956.283453
NCO06,OUT049,962.7569674
FDT56,OUT019,165.3797012
FDM02,OUT013,1329.689967
FDA09,OUT046,3131.132681
NCC06,OUT035,1876.869728
NCL54,OUT049,2970.813161
NCB55,OUT017,1062.143099
FDB12,OUT017,1613.758924
NCA54,OUT049,2970.813161
NCS38,OUT049,1876.869728
FDC02,OUT049,3674.451961
FDK44,OUT019,688.3313187
FDE16,OUT035,3131.132681
NCS05,OUT035,1876.869728
FDZ59,OUT045,2943.624191
FDI20,OUT017,3520.439369
FDQ14,OUT046,2511.642001
FDF53,OUT017,3131.132681
FDW25,OUT017,1329.689967
NCQ43,OUT010,206.6022873
FDX52,OUT013,3131.132681
FDE28,OUT045,3520.439369
FDN15,OUT017,1876.869728
FDO28,OUT017,1876.869728
FDQ33,OUT045,2511.642001
FDM22,OUT010,164.1261595
FDJ03,OUT017,962.7569674
FDI16,OUT045,962.7569674
FDI09,OUT027,5294.405022
FDX55,OUT013,3520.439369
FDS23,OUT027,2944.281891
DRC12,OUT045,3131.132681
FDH41,OUT049,3520.439369
FDN01,OUT013,2970.813161
FDV55,OUT045,2511.642001
NCJ19,OUT013,1012.759226
NCY29,OUT010,153.985044
FDP03,OUT018,1603.474891
FDZ52,OUT045,1736.584111
FDH31,OUT010,214.6624357
FDQ19,OUT018,3125.475166
FDS15,OUT035,1613.758924
FDN32,OUT017,3131.132681
FDH32,OUT049,1613.758924
FDF33,OUT017,1779.895111
FDJ22,OUT046,3131.132681
FDG56,OUT010,153.985044
FDC05,OUT046,3131.132681
FDK09,OUT013,3520.439369
NCV29,OUT045,2970.813161
NCC43,OUT019,1140.462698
NCA42,OUT049,2511.642001
FDC10,OUT046,1876.869728
FDC16,OUT013,1329.689967
NCL17,OUT013,1876.869728
FDA51,OUT035,1876.869728
FDW01,OUT017,2511.642001
NCF30,OUT045,1833.558728
FDN49,OUT013,940.5948678
FDY20,OUT045,1570.447925
FDC15,OUT045,2853.676151
FDY24,OUT046,962.7569674
NCG43,OUT017,1613.758924
FDA48,OUT013,3520.439369
NCF55,OUT017,962.7569674
FDL38,OUT049,1613.758924
NCQ29,OUT018,3125.475166
FDC34,OUT017,2511.642001
FDP36,OUT027,1948.384547
FDN50,OUT010,214.6624357
FDO23,OUT049,1613.758924
FDT56,OUT013,1039.981
FDT13,OUT027,5085.079298
FDZ03,OUT013,3131.132681
FDQ03,OUT010,678.2794646
FDU44,OUT045,2865.801465
FDD03,OUT049,3520.439369
NCH30,OUT013,1779.895111
FDS60,OUT010,438.5338083
FDG08,OUT046,2970.813161
FDX38,OUT017,962.7569674
FDD22,OUT017,1779.895111
FDW51,OUT013,3520.439369
FDL09,OUT017,2865.801465
FDZ60,OUT045,1570.447925
NCH07,OUT046,2865.801465
NCQ41,OUT049,3131.132681
FDW04,OUT049,1876.869728
FDI08,OUT027,5623.275361
FDR19,OUT019,635.5036961
FDV13,OUT046,1329.689967
FDB52,OUT017,3674.451961
FDZ48,OUT027,3031.299525
NCO14,OUT049,962.7569674
FDZ50,OUT013,3131.132681
FDN27,OUT019,585.4516073
FDQ60,OUT013,1876.869728
FDR49,OUT017,962.7569674
DRJ35,OUT027,1839.079989
DRI49,OUT017,1250.190761
FDB47,OUT017,3131.132681
FDP37,OUT010,311.448407
FDR26,OUT049,2970.813161
FDY31,OUT019,793.583749
FDC11,OUT045,1570.447925
DRP47,OUT035,3674.451961
NCY54,OUT018,2117.165003
FDR27,OUT046,1876.869728
FDQ21,OUT019,609.9725888
NCQ29,OUT035,3674.451961
FDJ02,OUT046,2511.642001
FDE21,OUT018,1506.500274
FDM39,OUT046,2970.813161
FDZ01,OUT017,1613.758924
NCB19,OUT018,1546.35698
FDU03,OUT046,3131.132681
FDP27,OUT049,3131.132681
DRF01,OUT045,2511.642001
FDM03,OUT049,1613.758924
FDV01,OUT046,2511.642001
FDS16,OUT046,2511.642001
FDO45,OUT035,1613.758924
NCX06,OUT035,3131.132681
FDP13,OUT046,962.7569674
NCR38,OUT018,3088.877983
FDA01,OUT013,940.5948678
FDT26,OUT017,1876.869728
FDD44,OUT027,5623.275361
FDB26,OUT013,940.5948678
FDP45,OUT019,1112.156057
NCP55,OUT046,1034.921326
FDT23,OUT017,1193.900669
FDO51,OUT045,998.4544829
FDA44,OUT046,962.7569674
NCJ31,OUT018,2244.757602
FDX37,OUT045,1570.447925
NCD18,OUT049,3520.439369
FDN40,OUT027,4342.926421
FDL33,OUT017,3131.132681
DRF48,OUT035,3131.132681
FDW08,OUT035,1613.758924
FDX39,OUT018,3125.475166
FDB38,OUT049,2865.801465
FDY46,OUT018,2841.743322
NCB06,OUT049,2865.801465
FDA34,OUT035,2970.813161
FDA35,OUT045,1833.558728
FDQ07,OUT035,3520.439369
FDU32,OUT045,1833.558728
FDU26,OUT013,1876.869728
FDU13,OUT010,407.7896694
FDO09,OUT035,3674.451961
FDW03,OUT019,476.9577003
FDB38,OUT013,2865.801465
FDL26,OUT010,363.6019857
NCN43,OUT045,1905.723087
FDH08,OUT045,3520.439369
NCC31,OUT019,793.583749
FDH14,OUT035,1876.869728
FDL40,OUT017,1613.758924
FDD20,OUT035,1876.869728
NCV53,OUT035,3674.451961
FDD16,OUT045,1193.900669
FDP24,OUT035,1876.869728
FDQ25,OUT045,2970.813161
FDM38,OUT035,962.7569674
NCT18,OUT010,509.8812291
FDM34,OUT049,1876.869728
DRH37,OUT010,427.5891216
NCE07,OUT013,2511.642001
FDG12,OUT013,1876.869728
FDB59,OUT010,509.1381994
FDS10,OUT018,2841.743322
FDN21,OUT010,469.0791278
FDM02,OUT045,1570.447925
FDO44,OUT049,1779.895111
NCN17,OUT017,1613.758924
FDH16,OUT018,1412.721813
FDL44,OUT046,2865.801465
FDY47,OUT017,1876.869728
DRI39,OUT046,962.7569674
NCX54,OUT018,1546.35698
FDE59,OUT046,962.7569674
FDO46,OUT045,3131.132681
DRE13,OUT046,1329.689967
FDW14,OUT013,1613.758924
FDF35,OUT046,1613.758924
FDO50,OUT019,476.9577003
DRF49,OUT017,1876.869728
FDT60,OUT049,1876.869728
FDP38,OUT045,962.7569674
FDA31,OUT027,5313.17116
FDY52,OUT010,153.985044
FDD03,OUT027,5294.405022
FDN52,OUT018,1412.721813
FDU20,OUT010,267.2607233
FDD22,OUT035,1779.895111
NCB55,OUT019,165.3797012
FDN27,OUT045,1833.558728
FDD16,OUT013,1171.73857
FDW48,OUT046,1193.900669
DRN35,OUT045,909.2486105
FDX25,OUT049,3131.132681
DRD49,OUT049,3674.451961
FDE21,OUT019,488.4769903
FDN44,OUT035,2865.801465
DRC01,OUT049,962.7569674
NCK30,OUT046,3674.451961
FDU39,OUT013,1075.678515
FDB49,OUT013,1613.758924
FDS12,OUT045,1833.558728
FDR57,OUT018,2431.094061
FDX22,OUT027,5421.657104
FDC60,OUT013,1613.758924
NCE42,OUT049,3520.439369
NCK42,OUT049,3520.439369
DRE01,OUT017,3674.451961
FDE57,OUT018,1603.474891
DRK59,OUT019,1238.10252
FDB10,OUT027,5294.405022
FDQ25,OUT046,2970.813161
FDY26,OUT017,3131.132681
FDG28,OUT049,3674.451961
FDM14,OUT049,1613.758924
NCH29,OUT049,1613.758924
FDD48,OUT049,1876.869728
FDC17,OUT045,3131.132681
DRH49,OUT027,2511.595136
FDN44,OUT018,2736.731625
FDC29,OUT045,1736.584111
DRK01,OUT019,476.9577003
FDD48,OUT017,1779.895111
FDB59,OUT013,3131.132681
FDY45,OUT010,509.1381994
FDX60,OUT035,1193.900669
FDT09,OUT010,248.5863891
DRB24,OUT018,2431.094061
FDL13,OUT035,3520.439369
FDN16,OUT035,1613.758924
FDK57,OUT013,1876.869728
FDO22,OUT027,1890.255858
FDC57,OUT010,509.8812291
FDZ13,OUT027,1930.864944
FDW27,OUT013,2511.642001
FDX10,OUT049,962.7569674
FDY08,OUT018,1603.474891
FDA49,OUT017,1329.689967
FDC32,OUT018,1412.721813
FDO04,OUT035,962.7569674
NCZ54,OUT013,2865.801465
FDY40,OUT045,962.7569674
FDW36,OUT045,1570.447925
FDE11,OUT017,3131.132681
DRE37,OUT045,3131.132681
NCK19,OUT017,3131.132681
FDT19,OUT035,2970.813161
FDE56,OUT045,1062.143099
FDZ57,OUT010,248.5863891
FDB35,OUT035,1613.758924
FDF09,OUT010,153.985044
FDO34,OUT046,2865.801465
FDA55,OUT046,3520.439369
NCM18,OUT035,1062.143099
FDJ20,OUT019,585.4516073
DRQ35,OUT019,585.4516073
FDG02,OUT013,3131.132681
NCU29,OUT018,2431.094061
FDL27,OUT027,1839.079989
NCA54,OUT035,2970.813161
FDJ32,OUT035,1062.143099
FDB21,OUT019,736.5257825
FDR46,OUT035,2511.642001
FDZ32,OUT046,1613.758924
DRF36,OUT017,3131.132681
NCU54,OUT017,3131.132681
NCI31,OUT017,1034.921326
DRA59,OUT035,3131.132681
NCC55,OUT045,962.7569674
FDE44,OUT018,900.2563135
NCN26,OUT018,1904.452427
FDC11,OUT049,1329.689967
FDV24,OUT035,2589.464728
FDR40,OUT019,457.5988948
NCQ17,OUT049,2511.642001
